Year,Q1,Q2,Q3,Q4,citymarketid_1,citymarketid_2,city1,city2,fare1,fare2,fare3,fare4
2001,1,2,3,4,33192,30559,"Sacramento, CA","Seattle, WA",98.23,101.87,104.62,97.98
1999,1,2,3,4,31453,33158,"Houston, TX","Midland/Odessa, TX",106.95,107.76,106.15,102.61
2013,1,2,3,4,34492,33195,"Raleigh/Durham, NC","Tampa, FL (Metropolitan Area)",175.93,174.8,184.89,166.53
2004,1,2,3,4,30599,31453,"Birmingham, AL","Houston, TX",144.11,144.24,138.8,139.88
1998,1,2,3,4,33192,30852,"Sacramento, CA","Washington, DC (Metropolitan Area)",303.8,243.62,259.1,258.19
2004,1,2,3,4,30466,30198,"Phoenix, AZ","Pittsburgh, PA",197.28,194.03,180.19,196.15
2004,1,2,3,4,30977,31703,"Chicago, IL","New York City, NY (Metropolitan Area)",188.1,185.61,170.32,173.87
1996,1,2,3,4,30198,34027,"Pittsburgh, PA","West Palm Beach/Palm Beach, FL",150.12,132.98,124.06,143.95
2000,1,2,3,4,30194,31995,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",207.34,195.6,191.8,196.34
2007,1,2,3,4,32211,34108,"Las Vegas, NV","Peoria, IL",143.75,150.84,128.41,120.36
2004,1,2,3,4,31454,33570,"Orlando, FL","San Diego, CA",194.21,187.1,179.12,191.3
2011,1,2,3,4,30257,32211,"Albany, NY","Las Vegas, NV",231.51,244.8,239.75,238.43
2007,1,2,3,4,31295,33244,"Detroit, MI","Memphis, TN",233.54,234.41,231.88,228.12
1996,1,2,3,4,33342,31650,"Milwaukee, WI","Minneapolis/St. Paul, MN",130.85,147.49,162.68,167.76
1998,1,2,3,4,31295,30529,"Detroit, MI","Hartford, CT",330.67,288.63,261.39,240.55
2000,1,2,3,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",141.44,144.4,153.51,150.92
2009,1,2,3,4,33570,31884,"San Diego, CA","Spokane, WA",166.8,164.45,173.19,177.15
2003,1,2,3,4,30397,33570,"Atlanta, GA (Metropolitan Area)","San Diego, CA",263.73,235.82,237.58,256.92
2008,1,2,3,4,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",152.44,144.5,137.51,131.32
2012,1,2,3,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",191.39,207.79,219.49,224.33
2009,1,2,3,4,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",160.45,158.44,169.98,180.53
2010,1,2,3,4,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",247.44,265.87,256.97,242.03
2003,1,2,3,4,31295,30529,"Detroit, MI","Hartford, CT",257.99,254.38,249.85,238.4
1998,1,2,3,4,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",68.17,66.42,76.68,73.8
2009,1,2,3,4,31638,32211,"Fresno, CA","Las Vegas, NV",92.16,89.57,93.28,90.3
2014,1,2,3,4,33244,31454,"Memphis, TN","Orlando, FL",173.09,167.58,156.38,183.46
2001,1,2,3,4,31703,34057,"New York City, NY (Metropolitan Area)","Portland, OR",394.56,338.75,275.67,262.21
2005,1,2,3,4,30713,32211,"Boise, ID","Las Vegas, NV",117.65,122.33,121.76,126.42
2002,1,2,3,4,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",293.6,282.82,280.49,264.28
2002,1,2,3,4,30977,32467,"Chicago, IL","Miami, FL (Metropolitan Area)",155.27,157.5,141.14,151.98
2005,1,2,3,4,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",141.62,151.05,148.96,162.12
2013,1,2,3,4,30977,31703,"Chicago, IL","New York City, NY (Metropolitan Area)",194.72,213.78,218.8,220.16
2000,1,2,3,4,31295,33198,"Detroit, MI","Kansas City, MO",166.12,161.86,156.38,155.63
2014,1,2,3,4,33316,30852,"Omaha, NE","Washington, DC (Metropolitan Area)",201.67,244.08,241.17,235.32
2003,1,2,3,4,32457,30559,"San Francisco, CA (Metropolitan Area)","Seattle, WA",116.98,118.61,120.39,121.85
2011,1,2,3,4,31295,31714,"Detroit, MI","Fort Myers, FL",137.95,141.87,133.82,164.44
1997,1,2,3,4,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",258.93,256.62,266.35,263.19
2014,1,2,3,4,30397,31136,"Atlanta, GA (Metropolitan Area)","Jacksonville, FL",153.01,183.79,192.04,178.47
2008,1,2,3,4,31453,30198,"Houston, TX","Pittsburgh, PA",252.47,265.43,284.39,252.34
2006,1,2,3,4,32211,33256,"Las Vegas, NV","Mission/McAllen/Edinburg, TX",147.69,162.06,174.9,158.33
2003,1,2,3,4,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",222.34,221.02,218.26,211.66
2004,1,2,3,4,31453,34614,"Houston, TX","Salt Lake City, UT",190.51,185.14,197.38,198.49
2009,1,2,3,4,31453,34100,"Houston, TX","Philadelphia, PA",168.82,167.34,169.76,179.2
2000,1,2,3,4,30977,33195,"Chicago, IL","Tampa, FL (Metropolitan Area)",164.22,149.62,151.31,161.02
2011,1,2,3,4,34057,33570,"Portland, OR","San Diego, CA",169.92,177.0,175.56,172.46
2000,1,2,3,4,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",248.27,227.49,221.52,220.37
2003,1,2,3,4,32600,30852,"Little Rock, AR","Washington, DC (Metropolitan Area)",185.11,177.23,179.83,184.04
2014,1,2,3,4,31703,34027,"New York City, NY (Metropolitan Area)","West Palm Beach/Palm Beach, FL",207.05,206.8,191.67,215.64
2003,1,2,3,4,30466,34570,"Phoenix, AZ","Reno, NV",107.82,106.91,106.36,105.65
2000,1,2,3,4,30194,32337,"Dallas/Fort Worth, TX","Indianapolis, IN",278.17,275.54,276.1,251.16
1996,1,2,3,4,31703,34986,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",141.98,139.29,121.0,130.47
2001,1,2,3,4,31295,32457,"Detroit, MI","San Francisco, CA (Metropolitan Area)",336.82,268.48,232.35,223.99
1999,1,2,3,4,30559,33195,"Seattle, WA","Tampa, FL (Metropolitan Area)",186.22,186.73,203.83,201.24
2012,1,2,3,4,30977,33495,"Chicago, IL","New Orleans, LA",238.68,261.4,231.73,244.06
2001,1,2,3,4,30977,32211,"Chicago, IL","Las Vegas, NV",149.61,142.09,135.14,121.91
2000,1,2,3,4,33495,31454,"New Orleans, LA","Orlando, FL",96.87,94.96,93.78,97.83
2004,1,2,3,4,32457,31123,"San Francisco, CA (Metropolitan Area)","St. Louis, MO",211.08,209.68,201.45,211.75
2011,1,2,3,4,33342,32457,"Milwaukee, WI","San Francisco, CA (Metropolitan Area)",186.02,222.89,209.5,210.55
2000,1,2,3,4,33316,32457,"Omaha, NE","San Francisco, CA (Metropolitan Area)",186.98,193.66,196.33,176.47
1997,1,2,3,4,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",143.32,145.09,145.18,156.09
2008,1,2,3,4,30713,30325,"Boise, ID","Denver, CO",172.84,181.95,189.87,169.65
2011,1,2,3,4,30977,33316,"Chicago, IL","Omaha, NE",142.92,164.76,160.91,169.79
1998,1,2,3,4,33214,33570,"San Antonio, TX","San Diego, CA",159.64,150.48,165.12,169.14
1999,1,2,3,4,31295,33570,"Detroit, MI","San Diego, CA",237.63,241.8,233.64,241.06
2008,1,2,3,4,30423,30325,"Austin, TX","Denver, CO",142.89,128.09,141.53,141.69
1998,1,2,3,4,30189,32457,"Colorado Springs, CO","San Francisco, CA (Metropolitan Area)",190.64,184.31,187.73,190.64
1997,1,2,3,4,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",243.2,225.83,221.82,234.75
2001,1,2,3,4,30423,32896,"Austin, TX","Lubbock, TX",96.78,94.94,93.9,92.82
2003,1,2,3,4,30397,30693,"Atlanta, GA (Metropolitan Area)","Nashville, TN",240.44,225.61,218.06,197.06
2008,1,2,3,4,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",215.74,228.97,227.79,227.44
2006,1,2,3,4,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",179.69,179.01,162.94,160.0
2003,1,2,3,4,34100,33195,"Philadelphia, PA","Tampa, FL (Metropolitan Area)",151.58,139.19,127.83,131.94
2005,1,2,3,4,30140,31453,"Albuquerque, NM","Houston, TX",166.4,169.16,163.84,161.27
1996,1,2,3,4,30529,34492,"Hartford, CT","Raleigh/Durham, NC",132.59,126.36,129.83,140.12
2014,1,2,3,4,32211,30928,"Las Vegas, NV","Wichita, KS",161.54,152.71,148.36,138.55
2001,1,2,3,4,30397,32600,"Atlanta, GA (Metropolitan Area)","Little Rock, AR",221.16,240.25,233.41,212.25
2010,1,2,3,4,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",281.5,261.73,270.77,265.39
2007,1,2,3,4,33044,32467,"Louisville, KY","Miami, FL (Metropolitan Area)",179.31,186.96,176.89,194.16
2011,1,2,3,4,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",166.03,169.48,175.5,175.37
2010,1,2,3,4,30140,31453,"Albuquerque, NM","Houston, TX",185.26,197.33,203.48,200.4
2005,1,2,3,4,31140,31453,"Corpus Christi, TX","Houston, TX",98.8,97.88,100.08,101.17
1999,1,2,3,4,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",333.92,326.54,316.62,315.22
2010,1,2,3,4,32337,30559,"Indianapolis, IN","Seattle, WA",193.55,219.93,231.28,216.36
2000,1,2,3,4,30466,33570,"Phoenix, AZ","San Diego, CA",81.08,83.98,84.2,81.94
2011,1,2,3,4,30693,30559,"Nashville, TN","Seattle, WA",216.82,237.7,248.5,222.22
1998,1,2,3,4,31703,33192,"New York City, NY (Metropolitan Area)","Sacramento, CA",445.97,356.74,346.88,357.2
2001,1,2,3,4,34570,30559,"Reno, NV","Seattle, WA",85.41,85.75,90.08,80.21
2009,1,2,3,4,31066,30194,"Columbus, OH","Dallas/Fort Worth, TX",181.44,185.21,189.17,184.92
2006,1,2,3,4,32337,30852,"Indianapolis, IN","Washington, DC (Metropolitan Area)",149.82,162.38,170.6,157.38
2002,1,2,3,4,31295,34057,"Detroit, MI","Portland, OR",247.7,240.57,214.09,226.5
2010,1,2,3,4,31057,30194,"Charlotte, NC","Dallas/Fort Worth, TX",239.22,229.64,226.34,217.14
2009,1,2,3,4,34570,34614,"Reno, NV","Salt Lake City, UT",127.85,124.71,131.63,134.98
2008,1,2,3,4,30397,33192,"Atlanta, GA (Metropolitan Area)","Sacramento, CA",308.33,344.64,320.39,310.53
2006,1,2,3,4,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",286.93,285.77,292.65,273.87
2001,1,2,3,4,31066,30466,"Columbus, OH","Phoenix, AZ",149.58,135.46,138.53,122.14
2014,1,2,3,4,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",229.26,232.75,234.79,219.38
2005,1,2,3,4,30397,31714,"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",157.29,152.8,138.37,166.05
2001,1,2,3,4,31267,32467,"Dayton, OH","Miami, FL (Metropolitan Area)",138.98,143.98,124.52,128.26
2006,1,2,3,4,31453,32337,"Houston, TX","Indianapolis, IN",216.77,229.24,222.56,191.01
1997,1,2,3,4,33244,33195,"Memphis, TN","Tampa, FL (Metropolitan Area)",150.15,142.44,136.31,139.14
1996,1,2,3,4,31057,31650,"Charlotte, NC","Minneapolis/St. Paul, MN",286.56,260.59,266.11,271.16
1996,1,2,3,4,30397,31995,"Atlanta, GA (Metropolitan Area)","Greensboro/High Point, NC",200.11,188.13,198.18,216.46
1998,1,2,3,4,32467,33214,"Miami, FL (Metropolitan Area)","San Antonio, TX",175.6,171.52,166.87,176.61
2002,1,2,3,4,30977,34524,"Chicago, IL","Richmond, VA",287.68,243.1,245.98,207.2
2007,1,2,3,4,30721,30559,"Boston, MA (Metropolitan Area)","Seattle, WA",221.38,255.45,286.16,259.17
2009,1,2,3,4,31453,34614,"Houston, TX","Salt Lake City, UT",226.35,212.32,200.87,214.51
2008,1,2,3,4,30140,30466,"Albuquerque, NM","Phoenix, AZ",96.44,99.06,110.57,113.32
2003,1,2,3,4,31136,33495,"Jacksonville, FL","New Orleans, LA",110.9,102.48,99.54,109.15
2000,1,2,3,4,30198,32457,"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)",388.38,345.28,353.02,368.25
2003,1,2,3,4,30977,33244,"Chicago, IL","Memphis, TN",192.98,215.74,206.63,197.22
2013,1,2,3,4,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",208.33,206.88,178.99,224.0
2011,1,2,3,4,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",243.67,236.32,224.14,232.14
2007,1,2,3,4,30559,31884,"Seattle, WA","Spokane, WA",89.51,92.33,91.6,89.26
1999,1,2,3,4,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",268.09,263.99,263.73,250.93
1999,1,2,3,4,32337,33570,"Indianapolis, IN","San Diego, CA",177.11,167.38,175.52,176.57
2007,1,2,3,4,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",309.64,314.54,322.06,283.53
2013,1,2,3,4,32211,33495,"Las Vegas, NV","New Orleans, LA",251.49,240.91,233.51,238.49
1999,1,2,3,4,30423,30466,"Austin, TX","Phoenix, AZ",139.71,139.14,136.7,138.23
1997,1,2,3,4,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",172.88,164.45,174.39,193.37
2010,1,2,3,4,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",127.06,130.63,130.89,128.2
2012,1,2,3,4,31453,34100,"Houston, TX","Philadelphia, PA",246.75,248.78,231.76,215.14
2013,1,2,3,4,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",132.64,204.49,255.88,273.47
2013,1,2,3,4,33495,32457,"New Orleans, LA","San Francisco, CA (Metropolitan Area)",350.38,307.15,297.67,312.49
1999,1,2,3,4,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",361.92,302.87,242.63,233.41
2002,1,2,3,4,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",87.0,88.46,91.29,90.88
2000,1,2,3,4,30325,34570,"Denver, CO","Reno, NV",219.95,226.8,233.57,216.68
1999,1,2,3,4,31057,31453,"Charlotte, NC","Houston, TX",293.55,278.38,285.13,282.04
2004,1,2,3,4,30721,34576,"Boston, MA (Metropolitan Area)","Rochester, NY",230.76,224.74,197.16,160.86
2010,1,2,3,4,30693,33214,"Nashville, TN","San Antonio, TX",167.37,175.03,175.97,162.4
2000,1,2,3,4,31714,31650,"Fort Myers, FL","Minneapolis/St. Paul, MN",198.3,184.12,156.77,180.19
2011,1,2,3,4,34057,34570,"Portland, OR","Reno, NV",131.68,138.46,139.23,136.28
2002,1,2,3,4,31057,30325,"Charlotte, NC","Denver, CO",261.12,246.57,205.91,207.32
1997,1,2,3,4,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",251.89,254.9,235.48,241.33
2005,1,2,3,4,30977,33244,"Chicago, IL","Memphis, TN",198.23,207.02,203.42,192.39
1999,1,2,3,4,30158,31714,"Atlantic City, NJ","Fort Myers, FL",101.75,109.3,98.92,110.99
2010,1,2,3,4,30194,32448,"Dallas/Fort Worth, TX","Jackson/Vicksburg, MS",157.31,162.75,161.95,152.01
2007,1,2,3,4,32467,33214,"Miami, FL (Metropolitan Area)","San Antonio, TX",216.64,209.5,212.7,230.02
2002,1,2,3,4,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",285.87,259.19,254.42,241.3
1998,1,2,3,4,31295,31135,"Detroit, MI","Myrtle Beach, SC",114.45,110.26,90.62,99.44
2010,1,2,3,4,30423,30559,"Austin, TX","Seattle, WA",182.82,199.09,209.34,197.45
2013,1,2,3,4,33244,32457,"Memphis, TN","San Francisco, CA (Metropolitan Area)",271.99,284.08,290.82,275.23
2010,1,2,3,4,32337,33198,"Indianapolis, IN","Kansas City, MO",126.09,132.38,132.56,134.2
2003,1,2,3,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",195.49,189.16,191.91,206.38
2007,1,2,3,4,30397,31650,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",171.15,172.49,168.78,159.48
2011,1,2,3,4,30647,32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",232.13,250.87,230.71,225.55
2001,1,2,3,4,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",265.44,215.62,206.35,208.96
1996,1,2,3,4,30693,33495,"Nashville, TN","New Orleans, LA",72.05,73.56,70.39,90.09
1999,1,2,3,4,30194,33495,"Dallas/Fort Worth, TX","New Orleans, LA",105.67,104.6,103.1,104.32
2011,1,2,3,4,30158,31135,"Atlantic City, NJ","Myrtle Beach, SC",84.55,93.95,82.34,80.74
2007,1,2,3,4,33105,30325,"Cincinnati, OH","Denver, CO",285.67,299.82,294.74,247.14
2001,1,2,3,4,31453,34492,"Houston, TX","Raleigh/Durham, NC",195.47,166.27,163.96,147.45
2012,1,2,3,4,30713,30559,"Boise, ID","Seattle, WA",128.49,134.86,132.86,135.12
2003,1,2,3,4,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",198.76,187.18,190.72,197.65
2014,1,2,3,4,33495,33195,"New Orleans, LA","Tampa, FL (Metropolitan Area)",166.94,177.96,179.62,185.9
2011,1,2,3,4,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",275.82,277.14,271.78,283.27
2009,1,2,3,4,32211,30466,"Las Vegas, NV","Phoenix, AZ",106.63,103.8,105.73,103.07
2004,1,2,3,4,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",210.81,200.17,171.33,143.09
2013,1,2,3,4,30397,30792,"Atlanta, GA (Metropolitan Area)","Buffalo, NY",170.92,187.28,198.28,189.62
2011,1,2,3,4,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",255.31,261.09,259.49,266.22
2011,1,2,3,4,34614,30852,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",298.14,302.33,294.03,301.11
2012,1,2,3,4,33316,33570,"Omaha, NE","San Diego, CA",195.76,209.89,200.04,208.18
2012,1,2,3,4,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",352.4,341.98,344.67,327.34
2001,1,2,3,4,31454,33214,"Orlando, FL","San Antonio, TX",165.95,152.37,128.38,121.71
2011,1,2,3,4,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",149.77,184.3,143.56,140.6
2003,1,2,3,4,31057,30529,"Charlotte, NC","Hartford, CT",274.17,258.78,255.14,241.71
2003,1,2,3,4,31066,31453,"Columbus, OH","Houston, TX",202.02,195.7,202.75,199.87
1996,1,2,3,4,30647,31123,"Cleveland, OH (Metropolitan Area)","St. Louis, MO",90.58,84.89,81.16,79.1
2006,1,2,3,4,31703,33316,"New York City, NY (Metropolitan Area)","Omaha, NE",221.58,227.9,220.51,206.15
2013,1,2,3,4,30693,30466,"Nashville, TN","Phoenix, AZ",234.16,235.17,261.92,257.2
2011,1,2,3,4,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",288.01,292.17,300.7,319.71
2012,1,2,3,4,30852,34027,"Washington, DC (Metropolitan Area)","West Palm Beach/Palm Beach, FL",199.26,184.43,161.91,190.79
2008,1,2,3,4,34576,33195,"Rochester, NY","Tampa, FL (Metropolitan Area)",147.51,141.6,125.74,135.48
2003,1,2,3,4,31136,30852,"Jacksonville, FL","Washington, DC (Metropolitan Area)",145.12,132.6,131.26,137.99
2012,1,2,3,4,30194,33195,"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",254.35,234.6,210.15,202.39
2006,1,2,3,4,30423,34492,"Austin, TX","Raleigh/Durham, NC",216.4,236.33,224.05,219.54
2010,1,2,3,4,31454,30852,"Orlando, FL","Washington, DC (Metropolitan Area)",132.64,133.75,123.83,133.25
1996,1,2,3,4,34100,30198,"Philadelphia, PA","Pittsburgh, PA",127.03,137.34,138.18,121.94
2002,1,2,3,4,30325,34057,"Denver, CO","Portland, OR",199.14,180.61,179.83,180.24
2002,1,2,3,4,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",157.82,142.46,126.35,149.82
2005,1,2,3,4,31066,30194,"Columbus, OH","Dallas/Fort Worth, TX",235.55,240.88,258.56,256.66
2009,1,2,3,4,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",151.01,146.3,148.86,150.85
2003,1,2,3,4,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",245.91,189.13,142.46,130.87
1998,1,2,3,4,31066,32575,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",216.16,185.77,186.47,185.98
2011,1,2,3,4,30666,32575,"Bellingham, WA","Los Angeles, CA (Metropolitan Area)",117.98,129.65,136.2,135.1
2003,1,2,3,4,30647,30325,"Cleveland, OH (Metropolitan Area)","Denver, CO",226.03,232.89,237.35,224.75
2005,1,2,3,4,31423,32211,"Des Moines, IA","Las Vegas, NV",163.67,156.38,162.09,163.48
2013,1,2,3,4,30423,32896,"Austin, TX","Lubbock, TX",147.4,158.2,172.58,164.64
2010,1,2,3,4,31650,33214,"Minneapolis/St. Paul, MN","San Antonio, TX",224.37,224.99,201.15,209.08
2011,1,2,3,4,32211,31703,"Las Vegas, NV","New York City, NY (Metropolitan Area)",265.09,288.48,277.35,269.17
2001,1,2,3,4,30792,33195,"Buffalo, NY","Tampa, FL (Metropolitan Area)",103.98,113.59,93.54,102.69
2001,1,2,3,4,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",284.27,276.22,268.73,263.18
1999,1,2,3,4,31295,31453,"Detroit, MI","Houston, TX",185.4,179.94,169.98,163.6
2005,1,2,3,4,30792,31454,"Buffalo, NY","Orlando, FL",119.97,112.84,102.88,115.19
2004,1,2,3,4,30529,31454,"Hartford, CT","Orlando, FL",136.99,125.12,109.79,119.69
2004,1,2,3,4,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",131.84,117.8,100.97,111.34
2010,1,2,3,4,34100,30466,"Philadelphia, PA","Phoenix, AZ",239.62,230.41,243.86,235.7
2001,1,2,3,4,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",331.04,277.96,259.37,266.95
2002,1,2,3,4,30194,31267,"Dallas/Fort Worth, TX","Dayton, OH",209.37,198.11,193.31,196.96
2013,1,2,3,4,32337,30852,"Indianapolis, IN","Washington, DC (Metropolitan Area)",214.28,212.79,223.03,216.59
2002,1,2,3,4,30721,31135,"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",109.91,113.66,114.52,111.79
2006,1,2,3,4,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",222.33,231.25,225.72,204.17
2010,1,2,3,4,31453,33316,"Houston, TX","Omaha, NE",231.74,239.32,240.95,227.21
1999,1,2,3,4,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",128.3,120.48,110.46,113.66
2014,1,2,3,4,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",208.92,203.99,188.29,179.65
2006,1,2,3,4,31703,33570,"New York City, NY (Metropolitan Area)","San Diego, CA",236.87,250.74,247.54,236.8
2014,1,2,3,4,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",189.6,190.92,199.3,187.97
1996,1,2,3,4,30397,30529,"Atlanta, GA (Metropolitan Area)","Hartford, CT",175.88,177.75,182.85,216.07
1997,1,2,3,4,30647,32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",132.8,148.44,145.13,160.39
2011,1,2,3,4,30397,31721,"Atlanta, GA (Metropolitan Area)","Flint, MI",151.01,189.4,142.31,160.08
2008,1,2,3,4,30325,33192,"Denver, CO","Sacramento, CA",183.0,187.02,159.54,140.36
1996,1,2,3,4,30615,32211,"El Paso, TX","Las Vegas, NV",78.26,83.82,84.24,80.21
2001,1,2,3,4,33198,30693,"Kansas City, MO","Nashville, TN",79.96,78.33,77.04,79.84
2001,1,2,3,4,33198,33851,"Kansas City, MO","Oklahoma City, OK",81.41,79.02,79.7,82.78
2012,1,2,3,4,31603,32457,"Eugene, OR","San Francisco, CA (Metropolitan Area)",170.37,172.92,186.7,208.06
1997,1,2,3,4,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",137.66,159.84,159.81,149.92
1997,1,2,3,4,30693,34492,"Nashville, TN","Raleigh/Durham, NC",179.88,166.2,134.4,132.77
2008,1,2,3,4,30693,33570,"Nashville, TN","San Diego, CA",192.97,207.8,223.91,211.73
2008,1,2,3,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",239.03,235.49,233.55,235.46
2000,1,2,3,4,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",206.35,211.99,215.9,220.86
2010,1,2,3,4,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",166.4,177.01,178.23,180.52
2004,1,2,3,4,34614,30852,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",214.97,202.53,196.2,210.67
2009,1,2,3,4,30647,31714,"Cleveland, OH (Metropolitan Area)","Fort Myers, FL",148.86,156.88,135.9,159.44
1999,1,2,3,4,32467,30693,"Miami, FL (Metropolitan Area)","Nashville, TN",145.04,136.48,132.02,135.64
2004,1,2,3,4,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",102.17,101.61,100.78,101.07
2013,1,2,3,4,30994,30194,"Charleston, SC","Dallas/Fort Worth, TX",241.73,257.51,236.73,234.39
2010,1,2,3,4,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",123.42,126.27,129.26,121.7
2003,1,2,3,4,34492,30852,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",123.49,132.46,128.08,126.77
2012,1,2,3,4,33198,34492,"Kansas City, MO","Raleigh/Durham, NC",212.14,225.18,214.61,215.72
2002,1,2,3,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",244.4,239.58,227.46,225.81
2005,1,2,3,4,31057,32457,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",296.96,248.25,246.66,228.93
2010,1,2,3,4,33316,31123,"Omaha, NE","St. Louis, MO",110.24,114.78,115.39,120.01
2002,1,2,3,4,31057,31650,"Charlotte, NC","Minneapolis/St. Paul, MN",270.33,230.7,216.07,206.82
2014,1,2,3,4,30529,31650,"Hartford, CT","Minneapolis/St. Paul, MN",336.28,331.03,342.18,329.69
2009,1,2,3,4,31453,34653,"Houston, TX","Tulsa, OK",166.39,162.5,170.15,167.92
1997,1,2,3,4,31453,32600,"Houston, TX","Little Rock, AR",92.2,98.6,98.34,98.19
2001,1,2,3,4,32337,33198,"Indianapolis, IN","Kansas City, MO",110.41,103.61,98.91,92.25
2000,1,2,3,4,30397,31714,"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",151.78,129.98,110.4,129.91
1997,1,2,3,4,32467,31650,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",216.11,254.65,272.27,269.63
1999,1,2,3,4,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",173.14,169.73,167.06,164.09
2011,1,2,3,4,34100,33214,"Philadelphia, PA","San Antonio, TX",199.63,212.11,205.98,211.82
2008,1,2,3,4,31267,30852,"Dayton, OH","Washington, DC (Metropolitan Area)",174.57,168.96,173.57,161.84
2011,1,2,3,4,34057,33195,"Portland, OR","Tampa, FL (Metropolitan Area)",251.93,252.66,252.05,255.8
