Year,Q1,Q2,Q3,Q4,citymarketid_1,citymarketid_2,city1,city2,fare1,fare2,fare3,fare4
1996,1,2,3,4,33495,30466,"New Orleans, LA","Phoenix, AZ",175.24,153.62,148.76,149.88
2013,1,2,3,4,30423,33495,"Austin, TX","New Orleans, LA",252.82,232.05,196.94,196.12
1998,1,2,3,4,32467,34524,"Miami, FL (Metropolitan Area)","Richmond, VA",175.61,163.66,157.25,150.46
1999,1,2,3,4,32211,30198,"Las Vegas, NV","Pittsburgh, PA",207.09,203.29,211.26,219.3
1996,1,2,3,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",352.25,326.34,333.76,294.33
2012,1,2,3,4,30466,30198,"Phoenix, AZ","Pittsburgh, PA",246.11,248.39,239.56,235.03
2012,1,2,3,4,31066,30466,"Columbus, OH","Phoenix, AZ",217.01,224.44,210.33,218.55
2001,1,2,3,4,30397,30792,"Atlanta, GA (Metropolitan Area)","Buffalo, NY",124.14,127.33,109.72,102.8
2013,1,2,3,4,30977,34570,"Chicago, IL","Reno, NV",242.77,242.9,258.13,259.19
2012,1,2,3,4,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",125.18,142.25,134.59,144.29
2009,1,2,3,4,30977,30529,"Chicago, IL","Hartford, CT",123.65,159.38,187.34,195.16
2010,1,2,3,4,30977,34570,"Chicago, IL","Reno, NV",212.85,219.83,241.8,229.8
2004,1,2,3,4,30977,31995,"Chicago, IL","Greensboro/High Point, NC",198.84,190.28,187.66,190.99
1996,1,2,3,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",326.65,301.51,330.58,318.96
2013,1,2,3,4,30721,31123,"Boston, MA (Metropolitan Area)","St. Louis, MO",217.84,242.96,254.46,253.49
2013,1,2,3,4,31295,30529,"Detroit, MI","Hartford, CT",306.7,287.46,308.99,291.24
2012,1,2,3,4,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",252.83,287.84,259.6,241.34
2012,1,2,3,4,31295,31714,"Detroit, MI","Fort Myers, FL",171.29,171.46,137.24,174.31
2003,1,2,3,4,30977,34614,"Chicago, IL","Salt Lake City, UT",207.8,195.42,235.45,229.95
1999,1,2,3,4,34614,33570,"Salt Lake City, UT","San Diego, CA",106.5,105.62,107.43,120.82
2002,1,2,3,4,30397,34576,"Atlanta, GA (Metropolitan Area)","Rochester, NY",154.4,102.85,110.85,117.49
2003,1,2,3,4,33198,30559,"Kansas City, MO","Seattle, WA",167.01,154.95,160.0,171.7
2014,1,2,3,4,30977,34570,"Chicago, IL","Reno, NV",256.49,246.51,260.41,265.77
1999,1,2,3,4,30529,31136,"Hartford, CT","Jacksonville, FL",125.06,116.67,106.95,109.27
2014,1,2,3,4,30325,31454,"Denver, CO","Orlando, FL",221.06,219.46,210.36,233.33
2003,1,2,3,4,30977,33214,"Chicago, IL","San Antonio, TX",182.86,194.36,197.99,201.64
2003,1,2,3,4,34100,32457,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",322.08,281.3,296.63,290.42
2005,1,2,3,4,33198,31123,"Kansas City, MO","St. Louis, MO",78.09,77.5,79.24,84.51
2010,1,2,3,4,31995,34100,"Greensboro/High Point, NC","Philadelphia, PA",179.76,176.03,182.78,174.28
2001,1,2,3,4,30158,31454,"Atlantic City, NJ","Orlando, FL",107.8,114.82,104.87,118.52
2012,1,2,3,4,31066,32457,"Columbus, OH","San Francisco, CA (Metropolitan Area)",281.99,292.19,280.86,267.21
2001,1,2,3,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",189.1,163.76,162.92,158.21
2010,1,2,3,4,31454,30559,"Orlando, FL","Seattle, WA",237.39,241.0,232.53,245.97
1999,1,2,3,4,34570,34614,"Reno, NV","Salt Lake City, UT",78.65,73.39,76.3,79.21
1997,1,2,3,4,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",70.81,75.36,75.62,67.85
2005,1,2,3,4,31057,30325,"Charlotte, NC","Denver, CO",264.22,214.19,227.38,212.95
2010,1,2,3,4,30325,31295,"Denver, CO","Detroit, MI",170.18,165.25,176.84,171.81
2013,1,2,3,4,30721,33198,"Boston, MA (Metropolitan Area)","Kansas City, MO",232.18,230.93,236.88,233.39
2006,1,2,3,4,31295,31714,"Detroit, MI","Fort Myers, FL",156.25,159.34,125.36,137.99
2006,1,2,3,4,30529,31650,"Hartford, CT","Minneapolis/St. Paul, MN",306.48,316.13,292.31,276.94
2004,1,2,3,4,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",164.87,157.44,158.17,154.99
2007,1,2,3,4,34100,34492,"Philadelphia, PA","Raleigh/Durham, NC",102.78,105.09,103.05,104.81
2002,1,2,3,4,30713,32211,"Boise, ID","Las Vegas, NV",103.47,111.38,101.29,99.99
2003,1,2,3,4,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",93.5,90.71,90.13,91.38
2000,1,2,3,4,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",254.72,235.76,237.59,227.6
2014,1,2,3,4,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",258.99,256.0,251.12,258.52
2013,1,2,3,4,33198,33570,"Kansas City, MO","San Diego, CA",219.24,218.02,235.53,233.29
2014,1,2,3,4,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",293.16,284.16,279.95,278.88
2007,1,2,3,4,31057,31295,"Charlotte, NC","Detroit, MI",190.72,190.12,181.43,175.86
1997,1,2,3,4,31453,30198,"Houston, TX","Pittsburgh, PA",335.02,319.16,325.17,337.79
2001,1,2,3,4,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",144.02,134.43,119.3,119.66
2010,1,2,3,4,31295,34057,"Detroit, MI","Portland, OR",242.18,257.81,270.61,243.67
1997,1,2,3,4,32337,33198,"Indianapolis, IN","Kansas City, MO",85.57,86.13,85.38,88.57
1996,1,2,3,4,30397,33198,"Atlanta, GA (Metropolitan Area)","Kansas City, MO",124.36,121.13,129.34,163.97
2014,1,2,3,4,33192,30852,"Sacramento, CA","Washington, DC (Metropolitan Area)",333.09,349.61,355.84,348.36
2001,1,2,3,4,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",211.28,185.16,164.3,165.0
2012,1,2,3,4,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",240.24,259.59,228.37,216.59
2005,1,2,3,4,32457,33195,"San Francisco, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",200.64,208.39,210.95,192.72
2001,1,2,3,4,31453,33495,"Houston, TX","New Orleans, LA",98.23,99.42,96.84,95.96
1998,1,2,3,4,32211,33570,"Las Vegas, NV","San Diego, CA",66.78,84.02,82.87,84.0
2009,1,2,3,4,31267,30325,"Dayton, OH","Denver, CO",161.08,152.09,151.7,175.32
2013,1,2,3,4,34321,30852,"Portland, ME","Washington, DC (Metropolitan Area)",153.34,158.3,185.67,174.72
1999,1,2,3,4,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",227.27,223.74,238.72,231.12
2007,1,2,3,4,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",101.29,99.43,98.49,104.14
2012,1,2,3,4,30721,31135,"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",137.96,144.75,139.95,141.16
2001,1,2,3,4,30257,30466,"Albany, NY","Phoenix, AZ",166.06,157.59,147.66,138.4
2001,1,2,3,4,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",261.2,240.24,224.62,224.13
2004,1,2,3,4,32211,31454,"Las Vegas, NV","Orlando, FL",172.49,160.92,161.96,160.37
2010,1,2,3,4,34570,33570,"Reno, NV","San Diego, CA",149.99,160.86,162.07,158.43
2009,1,2,3,4,30397,31650,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",167.72,147.23,161.38,183.57
2005,1,2,3,4,34614,30559,"Salt Lake City, UT","Seattle, WA",117.37,130.64,138.02,139.09
2004,1,2,3,4,30647,30559,"Cleveland, OH (Metropolitan Area)","Seattle, WA",223.07,205.77,205.0,214.63
2000,1,2,3,4,31453,30559,"Houston, TX","Seattle, WA",268.08,253.94,270.03,278.26
2000,1,2,3,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",124.23,128.13,131.06,129.87
1996,1,2,3,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",202.48,183.55,170.68,177.73
2003,1,2,3,4,30713,30325,"Boise, ID","Denver, CO",133.55,145.17,158.65,148.99
2010,1,2,3,4,31453,30693,"Houston, TX","Nashville, TN",184.21,202.25,206.06,196.34
1996,1,2,3,4,31703,34653,"New York City, NY (Metropolitan Area)","Tulsa, OK",296.22,290.62,291.24,302.35
2014,1,2,3,4,31703,34576,"New York City, NY (Metropolitan Area)","Rochester, NY",168.46,163.56,163.24,154.29
2000,1,2,3,4,31453,33195,"Houston, TX","Tampa, FL (Metropolitan Area)",185.81,189.11,179.64,181.22
1999,1,2,3,4,31057,30198,"Charlotte, NC","Pittsburgh, PA",269.56,252.44,249.2,232.83
2001,1,2,3,4,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",248.44,231.66,226.52,209.45
2013,1,2,3,4,30599,30852,"Birmingham, AL","Washington, DC (Metropolitan Area)",188.57,180.35,191.95,195.24
2008,1,2,3,4,31454,33214,"Orlando, FL","San Antonio, TX",200.7,177.91,174.6,175.27
2014,1,2,3,4,33495,30466,"New Orleans, LA","Phoenix, AZ",253.9,253.93,241.6,248.69
2011,1,2,3,4,34653,30852,"Tulsa, OK","Washington, DC (Metropolitan Area)",238.55,284.27,286.12,279.51
2008,1,2,3,4,30693,33495,"Nashville, TN","New Orleans, LA",114.02,116.43,122.36,114.78
2001,1,2,3,4,31066,30325,"Columbus, OH","Denver, CO",292.38,257.25,227.0,230.43
2007,1,2,3,4,31453,33570,"Houston, TX","San Diego, CA",197.24,205.92,207.35,221.31
2001,1,2,3,4,31453,33192,"Houston, TX","Sacramento, CA",230.0,220.55,210.2,172.84
2012,1,2,3,4,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",187.9,204.33,178.8,175.71
2013,1,2,3,4,30325,33570,"Denver, CO","San Diego, CA",164.47,165.07,165.55,158.74
2003,1,2,3,4,30140,30466,"Albuquerque, NM","Phoenix, AZ",88.18,85.5,83.98,85.21
2011,1,2,3,4,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",203.39,209.75,229.6,224.31
2008,1,2,3,4,31454,30852,"Orlando, FL","Washington, DC (Metropolitan Area)",137.76,131.71,135.58,141.13
1999,1,2,3,4,31454,31123,"Orlando, FL","St. Louis, MO",163.96,140.24,137.54,139.07
1999,1,2,3,4,30647,32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",167.23,168.52,168.1,165.79
2002,1,2,3,4,30325,30466,"Denver, CO","Phoenix, AZ",182.79,170.36,165.62,167.66
2007,1,2,3,4,30977,31066,"Chicago, IL","Columbus, OH",103.87,105.18,108.59,106.02
2011,1,2,3,4,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",200.9,203.29,197.85,220.15
2007,1,2,3,4,33570,30852,"San Diego, CA","Washington, DC (Metropolitan Area)",242.7,258.14,267.91,264.33
2002,1,2,3,4,31703,35096,"New York City, NY (Metropolitan Area)","Syracuse, NY",110.29,100.76,103.79,99.03
2002,1,2,3,4,30977,31995,"Chicago, IL","Greensboro/High Point, NC",232.91,209.94,202.32,189.52
2009,1,2,3,4,31650,30466,"Minneapolis/St. Paul, MN","Phoenix, AZ",163.38,148.29,142.03,162.12
2008,1,2,3,4,31453,31454,"Houston, TX","Orlando, FL",177.85,170.9,185.15,187.63
2006,1,2,3,4,31453,30693,"Houston, TX","Nashville, TN",158.65,167.38,155.14,148.85
2010,1,2,3,4,33198,33214,"Kansas City, MO","San Antonio, TX",158.39,180.16,171.02,171.5
2002,1,2,3,4,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",147.8,138.1,138.61,151.51
2004,1,2,3,4,31453,34653,"Houston, TX","Tulsa, OK",122.42,120.63,125.8,123.6
1997,1,2,3,4,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",232.76,218.44,241.9,261.01
2000,1,2,3,4,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",255.59,250.61,259.46,262.36
2001,1,2,3,4,31703,33214,"New York City, NY (Metropolitan Area)","San Antonio, TX",325.2,301.74,276.21,268.43
2009,1,2,3,4,31136,30693,"Jacksonville, FL","Nashville, TN",123.73,128.08,142.73,140.65
2011,1,2,3,4,33105,32211,"Cincinnati, OH","Las Vegas, NV",252.71,253.04,252.99,251.31
2000,1,2,3,4,31453,31454,"Houston, TX","Orlando, FL",178.71,175.2,168.37,168.35
2006,1,2,3,4,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",98.85,100.31,97.36,96.29
2003,1,2,3,4,30194,33198,"Dallas/Fort Worth, TX","Kansas City, MO",185.02,182.82,184.16,172.43
2003,1,2,3,4,34570,30559,"Reno, NV","Seattle, WA",86.5,90.64,94.36,90.18
2012,1,2,3,4,34492,31123,"Raleigh/Durham, NC","St. Louis, MO",202.53,188.83,177.89,186.49
2008,1,2,3,4,33192,30852,"Sacramento, CA","Washington, DC (Metropolitan Area)",280.08,285.2,299.94,286.06
2014,1,2,3,4,32337,32211,"Indianapolis, IN","Las Vegas, NV",231.94,237.3,241.13,244.98
2006,1,2,3,4,31453,30559,"Houston, TX","Seattle, WA",218.69,232.36,244.95,215.42
1996,1,2,3,4,31295,31136,"Detroit, MI","Jacksonville, FL",139.72,134.07,148.69,163.17
2001,1,2,3,4,30466,34057,"Phoenix, AZ","Portland, OR",131.97,127.04,125.46,122.45
2011,1,2,3,4,30615,30466,"El Paso, TX","Phoenix, AZ",138.55,144.06,142.74,132.73
2011,1,2,3,4,30647,31714,"Cleveland, OH (Metropolitan Area)","Fort Myers, FL",181.5,195.8,187.96,204.06
2010,1,2,3,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",274.84,265.28,266.72,260.48
2002,1,2,3,4,31295,31136,"Detroit, MI","Jacksonville, FL",146.89,172.99,151.8,171.09
2009,1,2,3,4,31136,30559,"Jacksonville, FL","Seattle, WA",183.13,208.51,225.36,218.97
2011,1,2,3,4,30397,31136,"Atlanta, GA (Metropolitan Area)","Jacksonville, FL",134.73,175.01,149.79,147.65
1998,1,2,3,4,30977,32467,"Chicago, IL","Miami, FL (Metropolitan Area)",184.85,181.17,173.41,175.16
2006,1,2,3,4,33667,30559,"Norfolk, VA (Metropolitan Area)","Seattle, WA",213.69,247.24,253.9,237.97
2012,1,2,3,4,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",283.18,276.41,260.16,254.36
2007,1,2,3,4,33198,33851,"Kansas City, MO","Oklahoma City, OK",92.18,91.62,92.07,97.18
2004,1,2,3,4,30466,30559,"Phoenix, AZ","Seattle, WA",138.62,134.39,136.98,136.89
2002,1,2,3,4,33198,33192,"Kansas City, MO","Sacramento, CA",163.15,175.38,167.08,171.79
2000,1,2,3,4,31295,30466,"Detroit, MI","Phoenix, AZ",171.67,180.22,196.68,185.01
2005,1,2,3,4,31066,32211,"Columbus, OH","Las Vegas, NV",142.73,147.99,152.01,170.18
2000,1,2,3,4,31267,31703,"Dayton, OH","New York City, NY (Metropolitan Area)",239.87,218.65,216.52,194.42
2004,1,2,3,4,33198,30559,"Kansas City, MO","Seattle, WA",169.28,163.71,169.55,173.87
2002,1,2,3,4,31136,32211,"Jacksonville, FL","Las Vegas, NV",174.1,188.52,178.3,176.06
2000,1,2,3,4,31703,34057,"New York City, NY (Metropolitan Area)","Portland, OR",373.59,359.87,356.73,377.9
2012,1,2,3,4,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",263.02,247.98,216.86,233.21
2003,1,2,3,4,31995,32467,"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",150.45,136.76,133.1,143.2
2004,1,2,3,4,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",184.42,181.18,182.63,190.63
2005,1,2,3,4,33342,30466,"Milwaukee, WI","Phoenix, AZ",168.74,182.51,186.93,180.73
2004,1,2,3,4,30615,33214,"El Paso, TX","San Antonio, TX",119.24,111.77,113.38,119.45
2011,1,2,3,4,31703,34614,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",291.97,265.24,283.41,277.29
2000,1,2,3,4,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",78.93,78.06,78.65,76.51
2014,1,2,3,4,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",280.78,302.75,301.28,275.02
2014,1,2,3,4,30977,34492,"Chicago, IL","Raleigh/Durham, NC",207.81,202.19,201.76,192.71
2000,1,2,3,4,31650,33316,"Minneapolis/St. Paul, MN","Omaha, NE",257.24,249.56,248.17,245.67
2014,1,2,3,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",165.94,164.46,169.29,168.35
1999,1,2,3,4,30529,30198,"Hartford, CT","Pittsburgh, PA",278.3,250.68,229.82,227.62
2001,1,2,3,4,32211,34570,"Las Vegas, NV","Reno, NV",82.76,87.2,83.93,80.0
2013,1,2,3,4,30325,30693,"Denver, CO","Nashville, TN",184.21,197.18,208.79,195.78
2010,1,2,3,4,33214,33570,"San Antonio, TX","San Diego, CA",176.12,188.31,195.09,185.14
2008,1,2,3,4,31057,30325,"Charlotte, NC","Denver, CO",268.68,276.77,289.38,238.77
2010,1,2,3,4,31650,31454,"Minneapolis/St. Paul, MN","Orlando, FL",154.1,161.64,168.84,164.2
2010,1,2,3,4,30977,33044,"Chicago, IL","Louisville, KY",111.72,124.07,123.76,125.55
2001,1,2,3,4,33198,34614,"Kansas City, MO","Salt Lake City, UT",164.33,142.25,145.23,146.7
2008,1,2,3,4,31057,34100,"Charlotte, NC","Philadelphia, PA",311.08,311.39,256.85,240.02
2002,1,2,3,4,30194,34492,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",209.86,216.24,209.96,208.91
2008,1,2,3,4,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",170.94,169.09,185.38,185.17
1999,1,2,3,4,31650,33570,"Minneapolis/St. Paul, MN","San Diego, CA",237.98,252.93,231.85,211.29
2001,1,2,3,4,30397,30693,"Atlanta, GA (Metropolitan Area)","Nashville, TN",298.54,281.79,264.08,238.59
2000,1,2,3,4,31453,34057,"Houston, TX","Portland, OR",271.24,265.35,291.27,274.71
2001,1,2,3,4,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",169.71,170.97,146.13,153.08
2003,1,2,3,4,31057,30466,"Charlotte, NC","Phoenix, AZ",273.93,244.46,280.25,264.75
1997,1,2,3,4,31136,32575,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",256.17,245.07,232.34,227.59
1997,1,2,3,4,32211,30466,"Las Vegas, NV","Phoenix, AZ",79.59,79.49,80.21,77.02
2011,1,2,3,4,31454,34321,"Orlando, FL","Portland, ME",167.52,192.11,167.99,173.57
2002,1,2,3,4,30529,31454,"Hartford, CT","Orlando, FL",114.47,120.01,105.04,123.94
2007,1,2,3,4,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",257.93,267.12,267.22,261.42
2010,1,2,3,4,32211,31123,"Las Vegas, NV","St. Louis, MO",201.69,203.86,208.12,194.49
1998,1,2,3,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",180.93,170.15,171.47,167.36
2005,1,2,3,4,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",122.13,121.82,136.32,146.9
2007,1,2,3,4,31650,32457,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",223.58,221.31,214.11,207.96
2014,1,2,3,4,30868,31703,"Columbia, SC","New York City, NY (Metropolitan Area)",211.17,219.62,225.73,217.76
2007,1,2,3,4,31453,32337,"Houston, TX","Indianapolis, IN",184.78,215.89,222.54,209.86
2012,1,2,3,4,33244,33195,"Memphis, TN","Tampa, FL (Metropolitan Area)",225.81,219.72,202.8,209.57
2014,1,2,3,4,30194,33495,"Dallas/Fort Worth, TX","New Orleans, LA",159.13,158.06,149.27,153.39
2003,1,2,3,4,33214,30852,"San Antonio, TX","Washington, DC (Metropolitan Area)",190.74,191.82,202.32,209.18
2004,1,2,3,4,33667,30559,"Norfolk, VA (Metropolitan Area)","Seattle, WA",199.75,209.33,206.41,204.54
2003,1,2,3,4,30325,34492,"Denver, CO","Raleigh/Durham, NC",193.36,169.68,168.41,164.45
2001,1,2,3,4,30529,33570,"Hartford, CT","San Diego, CA",226.05,216.86,186.97,177.53
2012,1,2,3,4,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",204.72,198.37,182.71,201.87
2005,1,2,3,4,30529,32211,"Hartford, CT","Las Vegas, NV",167.21,182.37,174.37,176.43
2003,1,2,3,4,32211,33214,"Las Vegas, NV","San Antonio, TX",149.86,146.31,142.79,158.73
2011,1,2,3,4,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",225.47,209.54,190.23,215.89
2003,1,2,3,4,31057,30852,"Charlotte, NC","Washington, DC (Metropolitan Area)",281.88,290.21,304.78,279.64
2007,1,2,3,4,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",240.48,228.14,218.51,227.32
2006,1,2,3,4,30423,31454,"Austin, TX","Orlando, FL",193.86,206.09,199.71,197.27
2013,1,2,3,4,30792,31453,"Buffalo, NY","Houston, TX",220.09,230.22,227.02,228.94
2001,1,2,3,4,31603,32575,"Eugene, OR","Los Angeles, CA (Metropolitan Area)",142.95,146.21,140.45,140.85
2007,1,2,3,4,34614,32457,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",152.32,153.56,141.25,136.28
2006,1,2,3,4,33192,33214,"Sacramento, CA","San Antonio, TX",184.49,204.11,208.8,210.0
1996,1,2,3,4,33244,33195,"Memphis, TN","Tampa, FL (Metropolitan Area)",138.81,134.03,128.57,133.19
2013,1,2,3,4,30647,32467,"Cleveland, OH (Metropolitan Area)","Miami, FL (Metropolitan Area)",244.47,240.47,235.01,258.11
2001,1,2,3,4,30397,34057,"Atlanta, GA (Metropolitan Area)","Portland, OR",346.4,279.16,257.93,253.53
2014,1,2,3,4,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",267.17,271.64,272.47,254.18
2003,1,2,3,4,30423,30615,"Austin, TX","El Paso, TX",118.57,125.63,124.24,126.81
2005,1,2,3,4,30397,34492,"Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC",137.97,152.24,150.32,157.99
1999,1,2,3,4,31057,30466,"Charlotte, NC","Phoenix, AZ",310.69,277.24,260.36,264.24
1998,1,2,3,4,31066,33198,"Columbus, OH","Kansas City, MO",114.03,119.83,120.55,120.05
2005,1,2,3,4,32211,30559,"Las Vegas, NV","Seattle, WA",119.26,125.18,131.41,131.89
2006,1,2,3,4,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",200.8,241.55,226.52,215.63
2006,1,2,3,4,30194,31267,"Dallas/Fort Worth, TX","Dayton, OH",217.05,231.55,231.74,189.74
1999,1,2,3,4,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",160.98,148.3,129.82,139.01
2012,1,2,3,4,33214,30559,"San Antonio, TX","Seattle, WA",244.63,261.32,266.91,215.75
1998,1,2,3,4,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",124.84,117.5,115.19,121.04
2000,1,2,3,4,31066,30325,"Columbus, OH","Denver, CO",324.55,307.07,327.33,298.66
2005,1,2,3,4,30158,33195,"Atlantic City, NJ","Tampa, FL (Metropolitan Area)",117.15,119.33,119.24,124.08
2004,1,2,3,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",238.69,214.89,150.68,154.91
2006,1,2,3,4,31423,32211,"Des Moines, IA","Las Vegas, NV",152.62,156.3,149.82,143.78
1999,1,2,3,4,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",282.68,276.56,282.46,281.68
2004,1,2,3,4,30529,34027,"Hartford, CT","West Palm Beach/Palm Beach, FL",160.43,136.79,115.93,137.18
2014,1,2,3,4,31453,31123,"Houston, TX","St. Louis, MO",242.89,236.2,241.19,215.58
1998,1,2,3,4,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",268.67,260.04,262.02,264.22
2003,1,2,3,4,30977,30466,"Chicago, IL","Phoenix, AZ",134.26,128.78,141.72,152.29
2001,1,2,3,4,33214,33195,"San Antonio, TX","Tampa, FL (Metropolitan Area)",167.22,149.02,126.55,124.61
1997,1,2,3,4,30529,34100,"Hartford, CT","Philadelphia, PA",240.86,245.23,239.15,241.67
1999,1,2,3,4,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",158.5,151.72,128.06,107.21
2002,1,2,3,4,34100,30198,"Philadelphia, PA","Pittsburgh, PA",121.42,149.35,183.83,176.33
2011,1,2,3,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",144.47,158.49,168.01,172.71
2011,1,2,3,4,31453,30693,"Houston, TX","Nashville, TN",214.46,234.88,227.58,217.97
2004,1,2,3,4,30693,30559,"Nashville, TN","Seattle, WA",168.69,168.28,171.94,177.83
2010,1,2,3,4,30397,30198,"Atlanta, GA (Metropolitan Area)","Pittsburgh, PA",170.63,160.18,149.97,142.52
2013,1,2,3,4,31454,34576,"Orlando, FL","Rochester, NY",167.25,143.5,159.63,174.57
2000,1,2,3,4,31066,30466,"Columbus, OH","Phoenix, AZ",152.21,154.46,166.16,152.75
1996,1,2,3,4,33044,31454,"Louisville, KY","Orlando, FL",115.67,106.56,93.06,85.67
2003,1,2,3,4,31136,32457,"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",246.3,227.16,231.02,211.72
1996,1,2,3,4,31252,31703,"Daytona Beach, FL","New York City, NY (Metropolitan Area)",137.03,133.19,111.13,113.6
2007,1,2,3,4,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",209.28,210.5,206.65,210.69
1998,1,2,3,4,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",122.22,130.4,132.77,125.51
2012,1,2,3,4,33495,33570,"New Orleans, LA","San Diego, CA",249.62,269.92,269.05,285.07
2009,1,2,3,4,31453,31454,"Houston, TX","Orlando, FL",191.3,166.33,170.42,185.68
2005,1,2,3,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",152.12,159.03,160.08,163.66
1997,1,2,3,4,30397,32945,"Atlanta, GA (Metropolitan Area)","Lexington, KY",146.43,150.7,159.57,161.01
2014,1,2,3,4,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",299.47,344.71,355.78,344.08
2013,1,2,3,4,32337,34492,"Indianapolis, IN","Raleigh/Durham, NC",209.76,226.16,232.44,227.17
2010,1,2,3,4,33192,34614,"Sacramento, CA","Salt Lake City, UT",175.96,187.48,188.92,182.86
1998,1,2,3,4,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",238.91,233.82,224.84,223.88
2014,1,2,3,4,30397,33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",186.41,180.11,178.83,177.25
2006,1,2,3,4,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",122.29,126.33,123.71,120.13
2011,1,2,3,4,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",176.94,213.93,202.78,211.06
